ensemble_criterion, chi_square_percent_point_function, scale_feature_coefficient, min_accuracy_coefficient, min_number_class_per_node, sorting_method, dataset_test_size, dataset_test_categorizable, number_of_rules, cobertura, ensemble_accuracy, ensemble_f1_score, ensemble_precision_score, ensemble_recall, ensemble_roc_auc_score, tree_accuracy, tree_f1_score, tree_precision_score, tree_recall_score, tree_roc_auc_score, RuleFit_accuracy, RuleFit_f1_score, RuleFit_precision_score, RuleFit_recall_score, RuleFit_roc_auc_score, RuleCOSI_accuracy, RuleCOSI_f1_score, RuleCOSI_precision_score, RuleCOSI_recall_score, RuleCOSI_roc_auc_score, rules_accuracy, rules_f1_score, rules_precision_score, rules_recall_score, rules_roc_auc_score
gini, 0.95, 0.05, 0.95, 5, target_accuracy, 17, 17, 6, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 10, target_accuracy, 17, 17, 4, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 20, target_accuracy, 17, 17, 4, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 25, target_accuracy, 17, 17, 4, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 30, target_accuracy, 17, 17, 4, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 50, target_accuracy, 17, 17, 4, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8823529411764706, 0.8750000000000001, 1.0, 0.7777777777777778, 0.8888888888888888, 0.8235294117647058, 0.823529411764706, 0.875, 0.7777777777777778, 0.8263888888888888
gini, 0.95, 0.05, 0.95, 5, target_accuracy, 17, 16, 3, 0.9411764705882353, 0.5625, 0.72, 0.5625, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
gini, 0.95, 0.05, 0.95, 10, target_accuracy, 17, 7, 2, 0.4117647058823529, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
gini, 0.95, 0.05, 0.95, 20, target_accuracy, 17, 17, 5, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
gini, 0.95, 0.05, 0.95, 25, target_accuracy, 17, 8, 1, 0.47058823529411764, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
gini, 0.95, 0.05, 0.95, 30, target_accuracy, 17, 17, 5, 1.0, 0.5294117647058824, 0.6923076923076924, 0.5294117647058824, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
