filename, Recursive, Method, Dataset, Coverage, DT F1, DT vs SR ttest F1, Ensemble F1, Ensemble vs SR p-value F1, RFIT F1, RFIT vs SR p-value F1, RFIT \# rl. num., RC vs SR p-value \# rl. num., RC F1, RC vs SR ttest F1, RC \# rl. num., RC vs SR p-value \# rl. num., SR F1, SR \# rl. num., SR F1 x coverage 
<catboost.core.CatBoostClassifier object at 0x7fef18813af0>-False,  False, <class 'catboost.core.CatBoostClassifier'>, <catboost.core.CatBoostClassifier object at 0x7fef18813af0>-False, 58.96±24.03, 91.62±18.16, 0.4601, 65.84±29.46, <0.0001, 93.15±17.42, 0.938, 21.24±3.25, <0.0001, 79.64±32.71, <0.0001, 3.21±1.91, <0.0001, 93.01±17.5, 5.91±3.98, 54.84±4.2
