filename, Recursive, Method, Dataset, Coverage, DT F1, DT vs SR ttest F1, Ensemble F1, Ensemble vs SR p-value F1, RFIT F1, RFIT vs SR p-value F1, RFIT \# rl. num., RC vs SR p-value \# rl. num., RC F1, RC vs SR ttest F1, RC \# rl. num., RC vs SR p-value \# rl. num., SR F1, SR \# rl. num., SR F1 x coverage 
AdaBoostClassifier()-True,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, AdaBoostClassifier()-True, 69.92±23.53, 88.73±17.94, 0.709, 91.47±17.65, 0.0945, 90.21±19.64, 0.3032, 21.48±3.35, 0.0117, 72.31±31.04, <0.0001, 2.74±1.64, <0.0001, 87.94±22.06, 28.06±34.71, 61.49±5.19
